rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Everyone needs this!!!!,"More than happy with this! Has saved me so much money and have no further need for high, and continuously raising cable or satellite bills!! I went from having to either hook my computer up to my tv to watch my Amazon or Netflix account to having both right where I need them without needing to buy an expensive new &#34;Smart TV&#34; as this makes any TV smart!!!",[],B00ZV9RDKK,B075X8471B,AFOASAW4HQGTIGDN6LSM4EDEN3XQ,1486064359000,0,True
5.0,Cut your Cable,So easy. Watching TV is an adventure now!!,[],B00ZV9RDKK,B075X8471B,AENOQPZF7HQERNM3TNR2UQUE7RBA,1523554198709,0,True
5.0,An Amazing Device!! Get yours now!,"I have one of these in every room with a TV. I bought the same for my 80+ year old parents and they love the ease of using it as well. With the voice command, it's dummy-proof! Great shows on Prime and no monthly fees. PERFECT!",[],B00ZV9RDKK,B075X8471B,AHC4YDJ5WS3MDCNSKMJTOZRKZWPA,1554221201260,0,True
3.0,Three Stars,"The Fire Stick works fine but the Roku has more features, like volume control.",[],B00ZV9RDKK,B075X8471B,AHI6KSEBLTLT2BWU4VXQ5UIO6XXQ,1519915730617,0,True
5.0,Great item!,Love this. I can get so much with the Firestick.,[],B00ZV9RDKK,B075X8471B,AHNY7NZJAHZLQ7LZ72RRCCJRSORQ,1532892777771,0,True
1.0,WASTE OF MONEY! DO NOT DO IT!,"I am ready to throw this thing away. In the middle of watching shows, it completely stops working. I can sometimes disconnect and reconnect to the internet, (keep in mind, I have great internet service, and everything else linked to the internet is still working fine) but most times, I have to completely unplug the device so it can reset. I would NOT recommend anyone wasting their money on this garbage. I do not know if I got a crappy stick, or if they just suck in general. I do know one thing! Money WASTED! Can someone fix this issue?!",[],B00ZV9RDKK,B075X8471B,AFQRTCWQB3YBSWSLN6VK574R266Q,1553819364233,0,True
4.0,Good,I like that i can play my netflix on my tv with it but i'm still learning to work it. I like it so far.,[],B00ZV9RDKK,B075X8471B,AFYMNMPJ7TCETT3PK55JBS57I6DQ,1501600552211,0,True
5.0,... day two of using it but I’m already so happy I finally decided to buy it,Only day two of using it but I’m already so happy I finally decided to buy it!,[],B00ZV9RDKK,B075X8471B,AEHNBWGO4HDWTBVNQQEZTJ37VRNA,1508730156972,0,True
5.0,Great fire stick plus you can use Alexa!,Great little device to help streaming TV.  Even works well with DirecTV Now!,[],B00ZV9RDKK,B075X8471B,AHRJTQYC7J4SSMIEVP35PLQOKUSA,1485824111000,0,True
5.0,Great Gift,Me and my family love it!,[],B00ZV9RDKK,B075X8471B,AEN6TFIVX635GNHMXJNMJOA56JWA,1484686078000,0,True
5.0,Its great,I love this. It does everything I needed it to and more. After reading reviews I did as instructed and couldn't be happier.,[],B00ZV9RDKK,B075X8471B,AHYWYS3ZCNA62VY2WPFMHZXYBU6Q,1511106156713,0,True
5.0,Easy to use,Easy to use. No issues as compared to earlier version with odd refresh rates and TV OS compatibility issues. I'm happy.,[],B00ZV9RDKK,B075X8471B,AEX2PWSLCKDKELBZ4FMOOWR4PVAA,1478037765000,0,True
4.0,Four Stars,works very well,[],B00ZV9RDKK,B075X8471B,AHDCJCKC5ECOHFMIOJOUG6NRHO6A,1529275426488,0,True
2.0,Is so so,"Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable",[],B00ZV9RDKK,B075X8471B,AFZSZZURRC4XKKBIBHSIQFLXCOFQ,1523809943104,0,False
5.0,Works great with older tv's (not smart),"We have 2 tv's that are not smart and it works great.  Good streaming.  Sometimes it buffers, but not for long and I have some favorite shows I now watch with Amazon Prime.  It is much better than watching on my phone.",[],B00ZV9RDKK,B075X8471B,AGVQJFWTGNXNOKM6BOGYN7RB3OPA,1607651839021,0,True
5.0,... a tv remote in guest bedroom and this is perfect!,needed a tv remote in guest bedroom and this is perfect!,[],B00ZV9RDKK,B075X8471B,AEC75WKIIIK4LDQFKNOKWNFZUYJA,1489429765000,0,True
5.0,Stick,Fire stick at a good price,[],B00ZV9RDKK,B075X8471B,AGIYSA62BZULHNSJTMPAT5IC3MLQ,1547092553260,0,True
5.0,Love it. I now have my prime videos,"Love it. I now have my prime videos, along with Netflix and Hulu, that I can watch on my HD TV. Easy set up.",[],B00ZV9RDKK,B075X8471B,AHVWQG7IKAFZGIF7DUGCKCEOZCXA,1479188727000,0,True
4.0,Fire this baby up now!,"I was pleasantly surprised by the selection of shows, movies, and music...although I was just notified that the Youtube app would not be available anymore :-(  I bought this device with a gift card. Best $35 spent. Cut my Uverse account and saved a bunch of money since I don't watch a lot of tv. And I can get Starz if I want it. The only thing I don't care for is the simplicity of the remote. I wish it was a little more like a TV remote.",[],B00ZV9RDKK,B075X8471B,AHXCQOFWZ3ECKEWOLGLYH7TFBB6A,1515724531308,0,True
5.0,Five Stars,Love it,[],B00ZV9RDKK,B075X8471B,AHKMQQJ4WQ42244ELUBC3DGX4WFQ,1490137270000,0,True
2.0,Amazing tv,Works great but this is the 2nd one I purchased in 3years.  Very upset.  Should last longer.,[],B00ZV9RDKK,B075X8471B,AEDT5Z6LY542U76ZVXKUM6FRMYGA,1553813581683,0,True
5.0,Love it!,Boycott the cable company!!!<br />The Firestick is wonderful!!!,[],B00ZV9RDKK,B075X8471B,AG2NA34LO2SM6CKTQGNQ532ULCSQ,1487040739000,0,True
5.0,"Works great, who needs direct","Works great , who needs direct tv",[],B00ZV9RDKK,B075X8471B,AG2BU3TJUGVR2Y4XCX2O5WEBG23A,1490550315000,0,True
5.0,best buy for sure !!!,"very much pleased, great value, works well",[],B00ZV9RDKK,B075X8471B,AHSWBB6FZBEA7W7PMSO4L5SC7ERQ,1519666316793,0,True
5.0,I love it. Easy to install and use,I love it. Easy to install and use. Love the fact it is linked to so many things - Hulu etc. Already have all my favorite shows and channels programed.,[],B00ZV9RDKK,B075X8471B,AFF3J6PFYN23ZX4EV7QE4BN4EZIA,1507520633002,0,True
5.0,Happy old girl!,"I think it's great! I don't know anything about electronics, so I was afraid I'd be wasting my money. Then I read how easy it was to install, I thought, ok, can always give it as a gift. Well, I'm now able to watch all kinds of shows and movies! In fact, I'm going to turn my 86.00 cable into a 30.00 cable bill. Thanks so much!!",[],B00ZV9RDKK,B075X8471B,AFWOUY2WMZQFKEPFDVN67N54WNDQ,1481513758000,0,True
5.0,Great cable cutter,I loved that it gave me live tv with directv now. I however wish the voice remote worked better for navigating while using this service. Most times using voice either doesnt work or causes the stick to go to my prime account for searching tv on amazon. Other than that it works awesome. Best product i bought from amazon in many years.,[],B00ZV9RDKK,B075X8471B,AE7PRA7LB6HPC4DUZWAL36W65UBQ,1532063465565,0,True
5.0,"Once installed, it is very easy to use.",This is terrific so far.  It took someone that knew how to install on the tv.  I would never have been able to do it.,[],B00ZV9RDKK,B075X8471B,AHE4UY7O6D5J3ASEH2E66NJ3JAPQ,1516979067388,0,True
5.0,So far so good. I had an older version of the Amazon ...,So far so good.  I had an older version of the Amazon Fire TV stick that stopped working not long after it was installed.  I hope this on lasts longer.,[],B00ZV9RDKK,B075X8471B,AGKSSNLDIG5HY5FXYVE6UVXKVDYQ,1477840378000,0,True
5.0,Fantastic,Great product. Works very well. I recommend getting one.,[],B00ZV9RDKK,B075X8471B,AECXUX4CMPAJGNENGFOHPYCRB3EA,1532867144726,0,True
5.0,Awesome,Amazing product. When linked with the proper add ons this is an amazing entertainment platform,[],B00ZV9RDKK,B075X8471B,AHXVNIJ7TEV5TYWTV5KUVZWE4ESA,1502905596553,0,True
5.0,Works like it is supposed to.,"Works great,  I have 3 of these.",[],B00ZV9RDKK,B075X8471B,AGBC6QL4KQQPGU3B5TN6BPZNVT6Q,1532652491966,0,True
5.0,So far so good,Well my nephew installed it for me and I love it.so far so good. ....,[],B00ZV9RDKK,B075X8471B,AHVZ5DAFBNQRU3JE6OXUOCXFSM6A,1494782543000,0,True
4.0,Works fine.,Product good.  Ticked that the price dropped $20 within a week after my purchase.,[],B00ZV9RDKK,B075X8471B,AG6K2WLPXCRUL24DHHFXACBYLOBA,1547943645864,0,True
2.0,"Sending back. More costly than cable, or dish",Very costly. You have to pay for each app.,[],B00ZV9RDKK,B075X8471B,AG4SPO7PKPFSNR43I7WGVITRPXYA,1497731007718,0,True
5.0,Five Stars,I absolutely love it!! It was easy to install and the remote is easy to use. Great value!!,[],B00ZV9RDKK,B075X8471B,AG5GIO67ESN327DMWJHWXG3EL5QA,1519928835392,0,True
5.0,Getting what I want,Great product,[],B00ZV9RDKK,B075X8471B,AGWT2JKKZFMS3PUJA2AYDDYB7A6A,1568158903161,0,True
5.0,Five Stars,"Love my fire tv stick, great shows and not as costly as cable.",[],B00ZV9RDKK,B075X8471B,AEGXTRLTLQ576C5RWOSWZHAZC3VQ,1530800915123,0,True
1.0,Save your money.,"We have owned this product for 14 months and it began to die about 3 months ago.  It would sporadically not reapond to the Fire remote.  We’d unplug and restart it, it’d work for a few days.  Then it stopped responding to the fire remote completely, only responding to our universal remote.  Then it sporadically wouldn’t respond to ANY remote, we’d unplug it, it’s work for anywhere from a few minutes to a few days.  Now we are to the point that we have to unplug it and reset it every time it “sleeps” (aka if we walk away from the tv for more than 2 minutes).",[],B00ZV9RDKK,B075X8471B,AGPAUTMCNQ2HSHK7C4QSFFB5ZHMQ,1557283349703,0,True
5.0,Five Stars,Just what I needed.,[],B00ZV9RDKK,B075X8471B,AHO4HTR4OZLKGWILXGPKW3ATXQQQ,1490313709000,0,True
4.0,Cool product- wish it was easier to navigate,"A little challenging to nagivate the different apps and set up the stick, but still a cool product. Glad we tried it and would recommend!",[],B00ZV9RDKK,B075X8471B,AHTX7RVI3UUEM3ZYAOSV7POOYZBA,1486697529000,0,True
5.0,Five Stars,Love this gadget,[],B00ZV9RDKK,B075X8471B,AF4GS256H5NKD2OUSKPJOSTNT43A,1492012369000,0,True
5.0,Amazing Value,"The best deal going.  There are SO MANY TV shows, documentaries and movies of all genres.  Well worth the money.  I got rid of all but basic cable.  It is fabulous!  Took a bit to install, but understand others who got it after me say install was seamless.",[],B00ZV9RDKK,B075X8471B,AHEA35JHOPGT4O7VUSCTJ7XHG2WA,1493503049000,0,True
4.0,"Cut the cord now - working with HULU, DirectTV Now, HBO GO and more","This is our second Fire Stick. Our first one is a first generation unit and we have it on the guest room tv now - it still works fine. We cut the cable cord completely six months ago and went totally to streaming. We added this new Fire Stick for the master bedroom and a Roku Express for the living room.<br /><br />I love being able to link our Fire Sticks to Alexa. We have a Dot in the guest room and the original Echo in the master bedroom controlling both Fire Sticks. This one also works on verbal commands through the remote, but you have to think about what you ask for if you have several streaming services. We have Prime, Netflix, Hulu, HBO Go and DirectTV Now (still saving $165 a month over cable!) and Alexa can find a specific show, but perhaps not on the channel you wanted.<br /><br />Comparing the Fire Stick and the Roku Express is pretty simple. The layout for the two is completely different and I actually think the Roku is easier to sort through and find stuff. It feels less cluttered actually. I do appreciate the full integration of the Fire Stick with my other devices through our Amazon account - I can pick up a show on Prime with my tablet, phone or tv exactly where I left off. Regardless of which streaming stick we use, we're still incredibly happy we dumped the cable.",[],B00ZV9RDKK,B075X8471B,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,1519588050500,0,True
5.0,I believe the most important thing to understand is how to shut off the fire stick,I love Amazon Fire stick everything in one place there's so much to watch I don't know what to watch next. The only downside is I don't know how to turn off the fire stick.,[],B00ZV9RDKK,B075X8471B,AE5NJ373RYNSSYEROFQ6YMKJ6XWA,1516915842878,0,True
4.0,Easy to use,I liked it. It's easy to use.,[],B00ZV9RDKK,B075X8471B,AGZVEI6AXWO4JBOVJC3HEBKRO72Q,1537394913194,0,True
1.0,Your being ripped off,Great concept but once you stop all the subscriptions your stick doesn't work anymore.,[],B00ZV9RDKK,B075X8471B,AEO3VJMVDDXN7YBGJ56EL76ZMJNA,1543237224600,0,True
5.0,Five Stars,Great Gizmo,[],B00ZV9RDKK,B075X8471B,AGHQT3DXTUR3CK6FT36XA54GIOJA,1529625999512,0,True
5.0,Get one. Its great,Love it,[],B00ZV9RDKK,B075X8471B,AH5N3DZ2SJRF2G4H4KLLGGUCTQRQ,1506446353455,0,True
5.0,We love the fire stick,We love the fire stick. Kids use it all the time we don’t have cable anymore and get a lot more with the fire stick. I would recommend buying one,[],B00ZV9RDKK,B075X8471B,AEOYZXB5WVEL7WO2YOZD7IPZJRGQ,1519868613508,0,True
5.0,Really great,"The firestick is a great buy. After purchasing my first, I have gone on to purchase three more (one for each room). Bonus: you can download an app to use your phone as a remote. Pretty cool!",[],B00ZV9RDKK,B075X8471B,AFK5XTHV2ULQWS7P6OKQO6WESLSA,1528494805849,0,True
5.0,Fast shipping! Great product! Will buy again!,Fast shipping! Great product! Will buy again!,[],B00ZV9RDKK,B075X8471B,AEKZ5DFCAVOVXRJZN3UB4QCETYDA,1546560649152,0,True
5.0,Five Stars,Is what I was looking for.,[],B00ZV9RDKK,B075X8471B,AGOBVBLJKHFAC7BKAVXU6RLC2NSQ,1495942723000,0,True
5.0,Turns an older tv into a smart tv,"This was on sale for $25, so I could not pass up this deal. It provides access to a wide range of apps and accessing programs via the Alexa enabled remote it quick and easy. I really like it!",[],B00ZV9RDKK,B075X8471B,AHKZUTJMNGUWX3K2WSZZTPLMZSGQ,1551984945145,0,True
5.0,Prime way to get Prime movies!,"I have used the Amazon Fire stick many, many times at my daughter's as she has three of them. I fell in love with the access and ease of watching series, movies, YouTube, listening to music and accessing Hulu, Netflix and others all with one little easily installed stick and remote.",[],B00ZV9RDKK,B075X8471B,AH6N7V4FCNXIWYGS5KS5AQNQDNBA,1515596761290,0,True
5.0,Five Stars,"Love voice activation, very easy to use. Love it in general.  Wish all remotes had voice activation.",[],B00ZV9RDKK,B075X8471B,AH5YCTGZHOJVMF2YWUQBJF5JF4ZQ,1505754642087,0,True
5.0,Five Stars,This is one of the best things I've purchased in a long time.,[],B00ZV9RDKK,B075X8471B,AGDYWNMBU2JD4LUK22J5CL4R35JA,1481042437000,0,True
5.0,Great item,Love it!  I do wish it were somewhat larger. It is hard to hold on to.,[],B00ZV9RDKK,B075X8471B,AFPTZFYFJBWQUASWGDWSOVW6PILQ,1484162681000,0,True
5.0,Works great!!,bye bye Cable...I added Kodi to it...Should've gotten this years ago...... Works great!!!,[],B00ZV9RDKK,B075X8471B,AF3CF75XTVXWKOUAOZCOWVVFQBBQ,1491500191000,0,True
4.0,Four Stars,Works just like the one that came with the fire stick.,[],B00ZV9RDKK,B075X8471B,AHN4U4STIMGNA5Y5MFYS74FV3AQQ,1532535098344,0,True
5.0,Very Happy with Purchase,Love this little gadget.  Puts all your apps together and your ability to watch great shows anywhere.  Will take it with me next week to Costa Rica to enjoy watching movies in the room when the eventual storm happens since we will be there during the rainy season.  Actually plan to take it on most of my travel from now on.  Great purchase,[],B00ZV9RDKK,B075X8471B,AEQX3ITA2K2YAEURDQAHRB6CGAMQ,1500825937277,0,True
5.0,Five Stars,Awesome,[],B00ZV9RDKK,B075X8471B,AFXKCIHLZSEYIV62E7ISF2LZDPCA,1512613891956,0,True
5.0,Rynha,Pictures are crisp sound is good love this product it was worth the price and wait. I'm going to buy one for every room.,[],B00ZV9RDKK,B075X8471B,AH5G7XAAWPMSGANBMPMSPFZSMI3Q,1494270024000,0,True
1.0,Only came with 5. 6gb full capacity. Actually ...,Only came with 5.6gb full capacity. Actually lower than the Fire Stick. I think I got a lemon as they are advertised to have 8gb,[],B00ZV9RDKK,B075X8471B,AFHUJNOFFEUHACDQGVKSN2SVUVCA,1503679481347,1,True
5.0,"Works great, but now I’m seeing purchase on channels that ...","Works great, but now I’m seeing purchase on channels that originally said to download it cuz “I owned it”. I’m gonna have to keep an eye on my charges to make sure I’m not payying extra to use it for each channel I watch. I know there’s some, like Netflix I will have to be a member, but there’s others like PBS, NBC, etc that should be free,",[],B00ZV9RDKK,B075X8471B,AHDNFF54PDYVAYGSUTK7HWSKUD5Q,1514832692731,0,True
5.0,Five Stars,Easy to install,[],B00ZV9RDKK,B075X8471B,AGYP6H6443ATLTTCQT7DO6QOHLVQ,1526987605378,0,True
5.0,You will never regret buying this...,"Awesome product!  I’m an Apple lover/owner but decided to try the fire stick as it was on sale.  I got it for a TV in a room I don’t use much, was just looking for something to get by with.  I got that and more.  The cable service I use allows me to stream content I pay for on other devices.  This racks up high on my scale of “great purchases.”",[],B00ZV9RDKK,B075X8471B,AFFXFMYZYPSOSXSLI644RHQANHIA,1527202544037,0,True
1.0,Broken,Remote broke and is no longer functional,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61YC6z68NNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61YC6z68NNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61YC6z68NNL.jpg', 'attachment_type': 'IMAGE'}]",B00ZV9RDKK,B075X8471B,AFKAM7SN26KC7ZGO4H2EXRKUPXHA,1591413582166,0,True
2.0,2 Stars,After one year mine just died. It was good for just one year. No guarantee. Just died. You also have to purchase those special channels like Hulu etc. donut be fooled. I had Showtime. My stick just stopped. I contacted Amazon. They suggested I reboot but after that I still have a dead fire stick,[],B00ZV9RDKK,B075X8471B,AGOHVW36I4ZG6B7WUO54NYW54CMQ,1498498484618,0,True
5.0,Better than Roku!!,"This is my 2nd FireTV device. I also have a Roku stick. The FireTV stick receives my wifi signal much better than the Roku. I have two TV's in the opposite end of the house from my Nighthawk router. One has the Roku stick, the other has the FireTV stick. Roku is quite noticeably slower. I'm sold on Amazon's FireTV!",[],B00ZV9RDKK,B075X8471B,AHSMGLJ2RGC2JZ3A6O7AQZ5WNTJA,1481146718000,0,True
5.0,Amazon Firestick - Money Well Spent,So easy to set up even my less than tech savvy husband did it in no time flat. Having so many programs and movies available 24/7 means we are never lacking in something to watch.,[],B00ZV9RDKK,B075X8471B,AF2WLGEB2VDEQVKPTD5CTQGIVCJA,1502410124641,1,True
4.0,Once I did get it set up I've been happy with the device and think it is a great ...,Setting these type devices up may be easier for folks who grew up with computers but I always find it challenging. Once I did get it set up I've been happy with the device and think it is a great value.,[],B00ZV9RDKK,B075X8471B,AEDGZXSNLBKDKGE2DPXNYK6YJNCA,1484090610000,0,True
5.0,Quality product,More to see,[],B00ZV9RDKK,B075X8471B,AH4OU5OJ5EI6E4QY2BE6NAZSACRA,1553441651338,0,True
5.0,Love my fire stick,"Works really well I had the first gen one, and then upgraded to this. Works great!",[],B00ZV9RDKK,B075X8471B,AEXYTYK6MNT6K2KUWQYYEXSX2BLQ,1522983532366,0,False
5.0,Good value,I really like the fire tv stick. Not as intuitive as I would like but I figured it out.,[],B00ZV9RDKK,B075X8471B,AEFVBWRAHQKA4JFT5L35P7FOQFKA,1559927933280,0,True
5.0,Five Stars,It's amazing,[],B00ZV9RDKK,B075X8471B,AHDDL5YTCQD64HSCZ3KXZQECH34Q,1490925987000,0,True
5.0,Five Stars,The best investment I've made in years!,[],B00ZV9RDKK,B075X8471B,AEGUQHHE45MNUSMHPY22WIGFQV7A,1488414738000,0,False
4.0,No Live TV,"Well I'm disappointed that it doesn't help view Live TV, but other than that it's pretty good.",[],B00ZV9RDKK,B075X8471B,AE24FFSUQHE3J6NYBICB7V2WHUAA,1504372105371,0,True
5.0,Great buy,I really like the firestick its better to have one the to not have one,[],B00ZV9RDKK,B075X8471B,AEYJUV55NAZE2E34EEN2VAM52N6A,1500314735549,0,True
3.0,Unsure,Would love to see streaming movies not cam overall its ok.,[],B00ZV9RDKK,B075X8471B,AEYHREX6IMMWOW7IMWGKUNTS7LLA,1488330579000,0,True
5.0,Great Improvement Over Previous Generation Fire Stick,"Works very well for Netflix and Amazon Prime Video.  With the Alexa feature, simply tell it to play whatever music you would like to hear which will play through your television.  Much more responsive than the previous generation FireStick- a great improvement.  You ask Alexa about the weather and not only get a voice narrative but a visual for your local weather or any city that you specify.",[],B00ZV9RDKK,B075X8471B,AF6R3LIPXBFWYQ4LORVCRLABXEYQ,1512060660551,1,True
5.0,Five Stars,Works well,[],B00ZV9RDKK,B075X8471B,AGPT7SXUIHDFUOFU5TZQOTQTK3EA,1532436228115,0,True
5.0,easy and fun,easy and fun..much variety to watch whenever you like it. I do not use it with alexa at all... can't sync them,[],B00ZV9RDKK,B075X8471B,AHJBOGEHVXMWMLGQHTZKJQ2YYJ7Q,1520729428853,0,True
5.0,It works great and provides access to all your amazon prime shows ...,This is our second fire tv stick.  It works great and provides access to all your amazon prime shows as well as Hulu and Netflix!  The first one still works great - just added to another TV.,[],B00ZV9RDKK,B075X8471B,AH27RWOTDZF5IW3Y55N6KGXC62QQ,1532580348790,0,True
5.0,Five Stars,Great,[],B00ZV9RDKK,B075X8471B,AGJEK4V2X5NUJ7PX25VARKUQRTJQ,1499895712109,0,True
5.0,Five Stars,great product would buy it again..,[],B00ZV9RDKK,B075X8471B,AEASTKSRTMBQSHCDJ63LJLVA67HQ,1485607134000,0,True
5.0,This fire TV stick is by far the best investment i have made,"This fire TV stick is by far the best investment i have made! I love it. it not only gives my the best movies, but also gives me the shows that i use to watch as a kid!! I have recommended it to all my friends!!",[],B00ZV9RDKK,B075X8471B,AGTQH5QWSC5VGT5VR4JRPFP76PTA,1526568145675,0,True
5.0,My smart TVs interface was terrible compared to Fire TV Stick,"why didn't I get it sooner? My smart TVs interface was terrible compared to Fire TV Stick.<br />Alexa works great. If you don't have one, just get it!",[],B00ZV9RDKK,B075X8471B,AG74UBNIMG7VQFOG36DS42E66JHA,1526414412543,0,True
5.0,This was a nice little upgrade,"Decided to give this a try since our home is already filled with other Alexa devices. This was replacing a Roku, for which we've owned a couple of devices and had been using for years. This was a nice little upgrade. It's completely hidden behind the TV, will assume is only using power when the TV is on, voice control, and had a better remote in my opinion. Price was reasonable and to my knowledge has never required a reboot in the couple months we've owned it.",[],B00ZV9RDKK,B075X8471B,AHTTELRUQDQJXIKXLSGOZEBKNGQA,1511015043748,1,True
4.0,Being holding up for over two years,"Works great for our house. Remote falls apart daily since purchase but always works. Wish it was better made but for the price it’s oh wells, not a big deal  Had this set up for about 2 years and works great.",[],B00ZV9RDKK,B075X8471B,AEY7KTVUE2J7IKGZLRTFU36EASXQ,1571606715406,0,True
5.0,Five Stars,We are really enjoying our Firestick and all the programming it brings to our home!,[],B00ZV9RDKK,B075X8471B,AFXTYFZL6HOGIGS4GQK4CUAC5VFA,1515530457376,0,True
5.0,Five Stars,Works fine.,[],B00ZV9RDKK,B075X8471B,AFCZPONBVGEUBOL47623SWDXWESQ,1479320655000,0,True
4.0,Glitchy after year and a half,"Worked great when we got it. July 2018. Now Dec 2019.... It is going in and out. No idea how long these should last, but this doesn't seem right.",[],B00ZV9RDKK,B075X8471B,AHQPOGY3MYFD6M3SECYQIQIMVEZQ,1575212083366,0,True
5.0,Great price,Great product,[],B00ZV9RDKK,B075X8471B,AHXWW3XZCT6RVBFQBLADSY33ZS7Q,1543404444419,0,True
5.0,Easy to program,Love the stick,[],B00ZV9RDKK,B075X8471B,AEQKT7OEQSDA2XRFFBGVJSDSJ76Q,1548622426189,0,True
3.0,Works well for most things but I am hugely disappointed that the Youtube application is no longer available,Works well for most things but I am hugely disappointed that the Youtube application is no longer available... after I bought THREE of these!,[],B00ZV9RDKK,B075X8471B,AHSFFUC6ZWWKRBCKYWFFDRCT5J6Q,1523310556538,0,True
5.0,I use it less now because of a smart tv having all I need,Firestick with alexa works well. I use it less now because of a smart tv having all I need. Best for travel!,[],B00ZV9RDKK,B075X8471B,AGJ2XOMFM7UHQGQO7X322X73HDYA,1523930690660,0,True
5.0,Love my fire stick,Product worked like advertised and was worth every penny,[],B00ZV9RDKK,B075X8471B,AHFI5CF4C7HIURETZRKIVSWO55GQ,1579669169112,0,True
