rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,date,year,month,clean_text,input_text,prob_neg,prob_neu,prob_pos,sentiment_score,sentiment_label,is_silent_killer
5.0,Cut your Cable,So easy. Watching TV is an adventure now!!,[],B00ZV9RDKK,B075X8471B,AENOQPZF7HQERNM3TNR2UQUE7RBA,1523554198709,0,True,2018-04-12 17:29:58.709,2018,2018-04,So easy. Watching TV is an adventure now!!,So easy. Watching TV is an adventure now!!,0.0040205605,0.05683016,0.93914926,0.9351287,positive,False
5.0,An Amazing Device!! Get yours now!,"I have one of these in every room with a TV. I bought the same for my 80+ year old parents and they love the ease of using it as well. With the voice command, it's dummy-proof! Great shows on Prime and no monthly fees. PERFECT!",[],B00ZV9RDKK,B075X8471B,AHC4YDJ5WS3MDCNSKMJTOZRKZWPA,1554221201260,0,True,2019-04-02 16:06:41.260,2019,2019-04,"I have one of these in every room with a TV. I bought the same for my 80+ year old parents and they love the ease of using it as well. With the voice command, it's dummy-proof! Great shows on Prime and no monthly fees. PERFECT!","I have one of these in every room with a TV. I bought the same for my 80+ year old parents and they love the ease of using it as well. With the voice command, it's dummy-proof! Great shows on Prime and no monthly fees. PERFECT!",0.004132973,0.021160377,0.97470665,0.97057366,positive,False
3.0,Three Stars,"The Fire Stick works fine but the Roku has more features, like volume control.",[],B00ZV9RDKK,B075X8471B,AHI6KSEBLTLT2BWU4VXQ5UIO6XXQ,1519915730617,0,True,2018-03-01 14:48:50.617,2018,2018-03,"The Fire Stick works fine but the Roku has more features, like volume control.","The Fire Stick works fine but the Roku has more features, like volume control.",0.013762269,0.35320237,0.63303536,0.61927307,positive,False
5.0,Great item!,Love this. I can get so much with the Firestick.,[],B00ZV9RDKK,B075X8471B,AHNY7NZJAHZLQ7LZ72RRCCJRSORQ,1532892777771,0,True,2018-07-29 19:32:57.771,2018,2018-07,Love this. I can get so much with the Firestick.,Love this. I can get so much with the Firestick.,0.0034147124,0.0116134435,0.9849718,0.98155713,positive,False
1.0,WASTE OF MONEY! DO NOT DO IT!,"I am ready to throw this thing away. In the middle of watching shows, it completely stops working. I can sometimes disconnect and reconnect to the internet, (keep in mind, I have great internet service, and everything else linked to the internet is still working fine) but most times, I have to completely unplug the device so it can reset. I would NOT recommend anyone wasting their money on this garbage. I do not know if I got a crappy stick, or if they just suck in general. I do know one thing! Money WASTED! Can someone fix this issue?!",[],B00ZV9RDKK,B075X8471B,AFQRTCWQB3YBSWSLN6VK574R266Q,1553819364233,0,True,2019-03-29 00:29:24.233,2019,2019-03,"I am ready to throw this thing away. In the middle of watching shows, it completely stops working. I can sometimes disconnect and reconnect to the internet, (keep in mind, I have great internet service, and everything else linked to the internet is still working fine) but most times, I have to completely unplug the device so it can reset. I would NOT recommend anyone wasting their money on this garbage. I do not know if I got a crappy stick, or if they just suck in general. I do know one thing! Money WASTED! Can someone fix this issue?!","I am ready to throw this thing away. In the middle of watching shows, it completely stops working. I can sometimes disconnect and reconnect to the internet, (keep in mind, I have great internet service, and everything else linked to the internet is still working fine) but most times, I have to completely unplug the device so it can reset. I would NOT recommend anyone wasting their money on this garbage. I do not know if I got a crappy stick, or if they just suck in general. I do know one thing! Money WASTED! Can someone fix this issue?!",0.88558865,0.09293705,0.021474274,-0.86411434,negative,False
4.0,Good,I like that i can play my netflix on my tv with it but i'm still learning to work it. I like it so far.,[],B00ZV9RDKK,B075X8471B,AFYMNMPJ7TCETT3PK55JBS57I6DQ,1501600552211,0,True,2017-08-01 15:15:52.211,2017,2017-08,I like that i can play my netflix on my tv with it but i'm still learning to work it. I like it so far.,I like that i can play my netflix on my tv with it but i'm still learning to work it. I like it so far.,0.0041415887,0.068099394,0.92775905,0.9236175,positive,False
5.0,... day two of using it but I’m already so happy I finally decided to buy it,Only day two of using it but I’m already so happy I finally decided to buy it!,[],B00ZV9RDKK,B075X8471B,AEHNBWGO4HDWTBVNQQEZTJ37VRNA,1508730156972,0,True,2017-10-23 03:42:36.972,2017,2017-10,Only day two of using it but I’m already so happy I finally decided to buy it!,Only day two of using it but I’m already so happy I finally decided to buy it!,0.0028731208,0.012538904,0.98458797,0.98171484,positive,False
5.0,Great fire stick plus you can use Alexa!,Great little device to help streaming TV.  Even works well with DirecTV Now!,[],B00ZV9RDKK,B075X8471B,AHRJTQYC7J4SSMIEVP35PLQOKUSA,1485824111000,0,True,2017-01-31 00:55:11.000,2017,2017-01,Great little device to help streaming TV. Even works well with DirecTV Now!,Great little device to help streaming TV. Even works well with DirecTV Now!,0.0014798706,0.014677985,0.98384213,0.9823623,positive,False
5.0,Great Gift,Me and my family love it!,[],B00ZV9RDKK,B075X8471B,AEN6TFIVX635GNHMXJNMJOA56JWA,1484686078000,0,True,2017-01-17 20:47:58.000,2017,2017-01,Me and my family love it!,Me and my family love it!,0.0026504518,0.010049113,0.98730046,0.98465,positive,False
5.0,Its great,I love this. It does everything I needed it to and more. After reading reviews I did as instructed and couldn't be happier.,[],B00ZV9RDKK,B075X8471B,AHYWYS3ZCNA62VY2WPFMHZXYBU6Q,1511106156713,0,True,2017-11-19 15:42:36.713,2017,2017-11,I love this. It does everything I needed it to and more. After reading reviews I did as instructed and couldn't be happier.,I love this. It does everything I needed it to and more. After reading reviews I did as instructed and couldn't be happier.,0.004727983,0.009474858,0.9857971,0.98106915,positive,False
5.0,Easy to use,Easy to use. No issues as compared to earlier version with odd refresh rates and TV OS compatibility issues. I'm happy.,[],B00ZV9RDKK,B075X8471B,AEX2PWSLCKDKELBZ4FMOOWR4PVAA,1478037765000,0,True,2016-11-01 22:02:45.000,2016,2016-11,Easy to use. No issues as compared to earlier version with odd refresh rates and TV OS compatibility issues. I'm happy.,Easy to use. No issues as compared to earlier version with odd refresh rates and TV OS compatibility issues. I'm happy.,0.021802029,0.12421653,0.8539814,0.83217937,positive,False
4.0,Four Stars,works very well,[],B00ZV9RDKK,B075X8471B,AHDCJCKC5ECOHFMIOJOUG6NRHO6A,1529275426488,0,True,2018-06-17 22:43:46.488,2018,2018-06,works very well,works very well,0.005532418,0.0325198,0.9619478,0.95641536,positive,False
2.0,Is so so,"Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable",[],B00ZV9RDKK,B075X8471B,AFZSZZURRC4XKKBIBHSIQFLXCOFQ,1523809943104,0,False,2018-04-15 16:32:23.104,2018,2018-04,"Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable","Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable",0.8038523,0.18139364,0.014754089,-0.7890982,negative,False
5.0,Works great with older tv's (not smart),"We have 2 tv's that are not smart and it works great.  Good streaming.  Sometimes it buffers, but not for long and I have some favorite shows I now watch with Amazon Prime.  It is much better than watching on my phone.",[],B00ZV9RDKK,B075X8471B,AGVQJFWTGNXNOKM6BOGYN7RB3OPA,1607651839021,0,True,2020-12-11 01:57:19.021,2020,2020-12,"We have 2 tv's that are not smart and it works great. Good streaming. Sometimes it buffers, but not for long and I have some favorite shows I now watch with Amazon Prime. It is much better than watching on my phone.","We have 2 tv's that are not smart and it works great. Good streaming. Sometimes it buffers, but not for long and I have some favorite shows I now watch with Amazon Prime. It is much better than watching on my phone.",0.013329111,0.0788904,0.90778047,0.8944514,positive,False
5.0,... a tv remote in guest bedroom and this is perfect!,needed a tv remote in guest bedroom and this is perfect!,[],B00ZV9RDKK,B075X8471B,AEC75WKIIIK4LDQFKNOKWNFZUYJA,1489429765000,0,True,2017-03-13 18:29:25.000,2017,2017-03,needed a tv remote in guest bedroom and this is perfect!,needed a tv remote in guest bedroom and this is perfect!,0.0047425474,0.03196675,0.9632907,0.9585481,positive,False
5.0,Stick,Fire stick at a good price,[],B00ZV9RDKK,B075X8471B,AGIYSA62BZULHNSJTMPAT5IC3MLQ,1547092553260,0,True,2019-01-10 03:55:53.260,2019,2019-01,Fire stick at a good price,Fire stick at a good price,0.012698258,0.2518676,0.7354342,0.72273594,positive,False
5.0,Love it. I now have my prime videos,"Love it. I now have my prime videos, along with Netflix and Hulu, that I can watch on my HD TV. Easy set up.",[],B00ZV9RDKK,B075X8471B,AHVWQG7IKAFZGIF7DUGCKCEOZCXA,1479188727000,0,True,2016-11-15 05:45:27.000,2016,2016-11,"Love it. I now have my prime videos, along with Netflix and Hulu, that I can watch on my HD TV. Easy set up.","Love it. I now have my prime videos, along with Netflix and Hulu, that I can watch on my HD TV. Easy set up.",0.0024286117,0.028547551,0.9690239,0.9665953,positive,False
4.0,Fire this baby up now!,"I was pleasantly surprised by the selection of shows, movies, and music...although I was just notified that the Youtube app would not be available anymore :-(  I bought this device with a gift card. Best $35 spent. Cut my Uverse account and saved a bunch of money since I don't watch a lot of tv. And I can get Starz if I want it. The only thing I don't care for is the simplicity of the remote. I wish it was a little more like a TV remote.",[],B00ZV9RDKK,B075X8471B,AHXCQOFWZ3ECKEWOLGLYH7TFBB6A,1515724531308,0,True,2018-01-12 02:35:31.308,2018,2018-01,"I was pleasantly surprised by the selection of shows, movies, and music...although I was just notified that the Youtube app would not be available anymore :-( I bought this device with a gift card. Best $35 spent. Cut my Uverse account and saved a bunch of money since I don't watch a lot of tv. And I can get Starz if I want it. The only thing I don't care for is the simplicity of the remote. I wish it was a little more like a TV remote.","I was pleasantly surprised by the selection of shows, movies, and music...although I was just notified that the Youtube app would not be available anymore :-( I bought this device with a gift card. Best $35 spent. Cut my Uverse account and saved a bunch of money since I don't watch a lot of tv. And I can get Starz if I want it. The only thing I don't care for is the simplicity of the remote. I wish it was a little more like a TV remote.",0.056621302,0.12119818,0.82218057,0.76555926,positive,False
5.0,Five Stars,Love it,[],B00ZV9RDKK,B075X8471B,AHKMQQJ4WQ42244ELUBC3DGX4WFQ,1490137270000,0,True,2017-03-21 23:01:10.000,2017,2017-03,Love it,Love it,0.016990202,0.09766407,0.8853457,0.8683555,positive,False
2.0,Amazing tv,Works great but this is the 2nd one I purchased in 3years.  Very upset.  Should last longer.,[],B00ZV9RDKK,B075X8471B,AEDT5Z6LY542U76ZVXKUM6FRMYGA,1553813581683,0,True,2019-03-28 22:53:01.683,2019,2019-03,Works great but this is the 2nd one I purchased in 3years. Very upset. Should last longer.,Works great but this is the 2nd one I purchased in 3years. Very upset. Should last longer.,0.86179584,0.1113353,0.026868833,-0.834927,negative,False
5.0,Love it!,Boycott the cable company!!!<br />The Firestick is wonderful!!!,[],B00ZV9RDKK,B075X8471B,AG2NA34LO2SM6CKTQGNQ532ULCSQ,1487040739000,0,True,2017-02-14 02:52:19.000,2017,2017-02,Boycott the cable company!!! The Firestick is wonderful!!!,Boycott the cable company!!! The Firestick is wonderful!!!,0.059590295,0.08548287,0.8549268,0.79533654,positive,False
5.0,"Works great, who needs direct","Works great , who needs direct tv",[],B00ZV9RDKK,B075X8471B,AG2BU3TJUGVR2Y4XCX2O5WEBG23A,1490550315000,0,True,2017-03-26 17:45:15.000,2017,2017-03,"Works great , who needs direct tv","Works great , who needs direct tv",0.014028853,0.07842002,0.90755117,0.8935223,positive,False
5.0,best buy for sure !!!,"very much pleased, great value, works well",[],B00ZV9RDKK,B075X8471B,AHSWBB6FZBEA7W7PMSO4L5SC7ERQ,1519666316793,0,True,2018-02-26 17:31:56.793,2018,2018-02,"very much pleased, great value, works well","very much pleased, great value, works well",0.004916527,0.009971689,0.9851118,0.9801952,positive,False
5.0,I love it. Easy to install and use,I love it. Easy to install and use. Love the fact it is linked to so many things - Hulu etc. Already have all my favorite shows and channels programed.,[],B00ZV9RDKK,B075X8471B,AFF3J6PFYN23ZX4EV7QE4BN4EZIA,1507520633002,0,True,2017-10-09 03:43:53.002,2017,2017-10,I love it. Easy to install and use. Love the fact it is linked to so many things - Hulu etc. Already have all my favorite shows and channels programed.,I love it. Easy to install and use. Love the fact it is linked to so many things - Hulu etc. Already have all my favorite shows and channels programed.,0.002982583,0.014638133,0.98237926,0.9793967,positive,False
5.0,Happy old girl!,"I think it's great! I don't know anything about electronics, so I was afraid I'd be wasting my money. Then I read how easy it was to install, I thought, ok, can always give it as a gift. Well, I'm now able to watch all kinds of shows and movies! In fact, I'm going to turn my 86.00 cable into a 30.00 cable bill. Thanks so much!!",[],B00ZV9RDKK,B075X8471B,AFWOUY2WMZQFKEPFDVN67N54WNDQ,1481513758000,0,True,2016-12-12 03:35:58.000,2016,2016-12,"I think it's great! I don't know anything about electronics, so I was afraid I'd be wasting my money. Then I read how easy it was to install, I thought, ok, can always give it as a gift. Well, I'm now able to watch all kinds of shows and movies! In fact, I'm going to turn my 86.00 cable into a 30.00 cable bill. Thanks so much!!","I think it's great! I don't know anything about electronics, so I was afraid I'd be wasting my money. Then I read how easy it was to install, I thought, ok, can always give it as a gift. Well, I'm now able to watch all kinds of shows and movies! In fact, I'm going to turn my 86.00 cable into a 30.00 cable bill. Thanks so much!!",0.029744154,0.082930796,0.88732505,0.8575809,positive,False
5.0,Great cable cutter,I loved that it gave me live tv with directv now. I however wish the voice remote worked better for navigating while using this service. Most times using voice either doesnt work or causes the stick to go to my prime account for searching tv on amazon. Other than that it works awesome. Best product i bought from amazon in many years.,[],B00ZV9RDKK,B075X8471B,AE7PRA7LB6HPC4DUZWAL36W65UBQ,1532063465565,0,True,2018-07-20 05:11:05.565,2018,2018-07,I loved that it gave me live tv with directv now. I however wish the voice remote worked better for navigating while using this service. Most times using voice either doesnt work or causes the stick to go to my prime account for searching tv on amazon. Other than that it works awesome. Best product i bought from amazon in many years.,I loved that it gave me live tv with directv now. I however wish the voice remote worked better for navigating while using this service. Most times using voice either doesnt work or causes the stick to go to my prime account for searching tv on amazon. Other than that it works awesome. Best product i bought from amazon in many years.,0.009282222,0.041966137,0.9487517,0.93946946,positive,False
5.0,"Once installed, it is very easy to use.",This is terrific so far.  It took someone that knew how to install on the tv.  I would never have been able to do it.,[],B00ZV9RDKK,B075X8471B,AHE4UY7O6D5J3ASEH2E66NJ3JAPQ,1516979067388,0,True,2018-01-26 15:04:27.388,2018,2018-01,This is terrific so far. It took someone that knew how to install on the tv. I would never have been able to do it.,This is terrific so far. It took someone that knew how to install on the tv. I would never have been able to do it.,0.013118912,0.03485755,0.95202357,0.93890464,positive,False
5.0,So far so good. I had an older version of the Amazon ...,So far so good.  I had an older version of the Amazon Fire TV stick that stopped working not long after it was installed.  I hope this on lasts longer.,[],B00ZV9RDKK,B075X8471B,AGKSSNLDIG5HY5FXYVE6UVXKVDYQ,1477840378000,0,True,2016-10-30 15:12:58.000,2016,2016-10,So far so good. I had an older version of the Amazon Fire TV stick that stopped working not long after it was installed. I hope this on lasts longer.,So far so good. I had an older version of the Amazon Fire TV stick that stopped working not long after it was installed. I hope this on lasts longer.,0.031418055,0.15581955,0.81276244,0.7813444,positive,False
5.0,Fantastic,Great product. Works very well. I recommend getting one.,[],B00ZV9RDKK,B075X8471B,AECXUX4CMPAJGNENGFOHPYCRB3EA,1532867144726,0,True,2018-07-29 12:25:44.726,2018,2018-07,Great product. Works very well. I recommend getting one.,Great product. Works very well. I recommend getting one.,0.004757687,0.011222511,0.98401976,0.97926205,positive,False
5.0,Awesome,Amazing product. When linked with the proper add ons this is an amazing entertainment platform,[],B00ZV9RDKK,B075X8471B,AHXVNIJ7TEV5TYWTV5KUVZWE4ESA,1502905596553,0,True,2017-08-16 17:46:36.553,2017,2017-08,Amazing product. When linked with the proper add ons this is an amazing entertainment platform,Amazing product. When linked with the proper add ons this is an amazing entertainment platform,0.0032466673,0.009925437,0.98682785,0.9835812,positive,False
5.0,Works like it is supposed to.,"Works great,  I have 3 of these.",[],B00ZV9RDKK,B075X8471B,AGBC6QL4KQQPGU3B5TN6BPZNVT6Q,1532652491966,0,True,2018-07-27 00:48:11.966,2018,2018-07,"Works great, I have 3 of these.","Works great, I have 3 of these.",0.0029072957,0.011012641,0.9860801,0.98317283,positive,False
5.0,So far so good,Well my nephew installed it for me and I love it.so far so good. ....,[],B00ZV9RDKK,B075X8471B,AHVZ5DAFBNQRU3JE6OXUOCXFSM6A,1494782543000,0,True,2017-05-14 17:22:23.000,2017,2017-05,Well my nephew installed it for me and I love it.so far so good. ....,Well my nephew installed it for me and I love it.so far so good. ....,0.0027846699,0.012243169,0.9849722,0.9821875,positive,False
4.0,Works fine.,Product good.  Ticked that the price dropped $20 within a week after my purchase.,[],B00ZV9RDKK,B075X8471B,AG6K2WLPXCRUL24DHHFXACBYLOBA,1547943645864,0,True,2019-01-20 00:20:45.864,2019,2019-01,Product good. Ticked that the price dropped $20 within a week after my purchase.,Product good. Ticked that the price dropped $20 within a week after my purchase.,0.062030382,0.19983499,0.7381346,0.67610425,positive,False
2.0,"Sending back. More costly than cable, or dish",Very costly. You have to pay for each app.,[],B00ZV9RDKK,B075X8471B,AG4SPO7PKPFSNR43I7WGVITRPXYA,1497731007718,0,True,2017-06-17 20:23:27.718,2017,2017-06,Very costly. You have to pay for each app.,Very costly. You have to pay for each app.,0.8149777,0.17120585,0.013816401,-0.8011613,negative,False
5.0,Five Stars,I absolutely love it!! It was easy to install and the remote is easy to use. Great value!!,[],B00ZV9RDKK,B075X8471B,AG5GIO67ESN327DMWJHWXG3EL5QA,1519928835392,0,True,2018-03-01 18:27:15.392,2018,2018-03,I absolutely love it!! It was easy to install and the remote is easy to use. Great value!!,I absolutely love it!! It was easy to install and the remote is easy to use. Great value!!,0.0033036282,0.0066011883,0.99009514,0.9867915,positive,False
5.0,Getting what I want,Great product,[],B00ZV9RDKK,B075X8471B,AGWT2JKKZFMS3PUJA2AYDDYB7A6A,1568158903161,0,True,2019-09-10 23:41:43.161,2019,2019-09,Great product,Great product,0.00960183,0.040750183,0.94964796,0.94004613,positive,False
5.0,Five Stars,"Love my fire tv stick, great shows and not as costly as cable.",[],B00ZV9RDKK,B075X8471B,AEGXTRLTLQ576C5RWOSWZHAZC3VQ,1530800915123,0,True,2018-07-05 14:28:35.123,2018,2018-07,"Love my fire tv stick, great shows and not as costly as cable.","Love my fire tv stick, great shows and not as costly as cable.",0.004253306,0.015454483,0.98029214,0.9760388,positive,False
